,Date,Round,Home,Away,Home Score,Away Score,Home Elo Pre,Away Elo Pre,Home Elo Pre + Advantage,Home Elo Post,Away Elo Post,Home Elo Change,Away Elo Change,Result,Year
2640,2024-08-17,R24,Collingwood,Brisbane Lions,79,78,1536.95,1677.55,1586.95,1539.57,1674.93,2.62,-2.62,Home Win,2024
2641,2024-08-17,R24,St Kilda,Geelong,107,89,1467.26,1583.33,1517.26,1482.55,1568.05,15.28,-15.28,Home Win,2024
2642,2024-08-18,R24,West Coast,Carlton,34,99,1231.68,1551.97,1281.68,1221.12,1562.53,-10.56,10.56,Away Win,2024
2643,2024-08-18,R24,Footscray,North Melbourne,138,42,1641.64,1191.2,1691.64,1645.69,1187.16,4.05,-4.05,Home Win,2024
2644,2024-08-18,R24,Hawthorn,Richmond,131,68,1589.93,1245.11,1639.93,1595.36,1239.67,5.44,-5.44,Home Win,2024
2645,2024-08-23,R25,Melbourne,Collingwood,57,103,1542.56,1539.57,1592.56,1509.23,1572.89,-33.33,33.33,Away Win,2024
2646,2024-08-24,R25,Brisbane Lions,Essendon,87,67,1674.93,1410.94,1724.93,1678.48,1407.39,3.54,-3.54,Home Win,2024
2647,2024-08-24,R25,Hawthorn,North Melbourne,170,46,1595.36,1187.16,1645.36,1601.75,1180.77,6.39,-6.39,Home Win,2024
2648,2024-08-24,R25,Geelong,West Coast,168,75,1568.05,1221.12,1618.05,1575.35,1213.82,7.31,-7.31,Home Win,2024
2649,2024-08-24,R25,Richmond,Gold Coast,66,94,1239.67,1426.54,1289.67,1228.94,1437.26,-10.73,10.73,Away Win,2024
2650,2024-08-24,R25,Sydney,Adelaide,121,90,1637.25,1476.98,1687.25,1645.93,1468.29,8.68,-8.68,Home Win,2024
2651,2024-08-25,R25,Carlton,St Kilda,74,76,1562.53,1482.55,1612.53,1558.44,1486.64,-4.1,4.1,Away Win,2024
2652,2024-08-25,R25,Footscray,GWS,98,61,1645.69,1611.52,1645.69,1667.18,1590.03,21.49,-21.49,Home Win,2024
2653,2024-08-25,R25,Fremantle,Port Adelaide,67,87,1566.59,1611.01,1616.59,1551.65,1625.95,-14.94,14.94,Away Win,2024
2654,2024-09-05,QF,Port Adelaide,Geelong,54,138,1625.95,1575.35,1675.95,1568.54,1632.77,-57.42,57.42,Away Win,2024
2655,2024-09-06,EF,Footscray,Hawthorn,62,99,1667.18,1601.75,1667.18,1639.59,1629.34,-27.59,27.59,Away Win,2024
2656,2024-09-07,QF,Sydney,GWS,88,82,1645.93,1590.03,1695.93,1650.2,1585.76,4.26,-4.26,Home Win,2024
2657,2024-09-07,EF,Brisbane Lions,Carlton,99,71,1678.48,1558.44,1728.48,1688.3,1548.61,9.83,-9.83,Home Win,2024
2658,2024-09-13,SF,Port Adelaide,Hawthorn,75,72,1568.54,1629.34,1618.54,1572.51,1625.37,3.97,-3.97,Home Win,2024
2659,2024-09-14,SF,GWS,Brisbane Lions,100,105,1585.76,1688.3,1635.76,1581.37,1692.7,-4.39,4.39,Away Win,2024
2660,2024-09-20,PF,Sydney,Port Adelaide,95,59,1650.2,1572.51,1700.2,1664.82,1557.89,14.62,-14.62,Home Win,2024
2661,2024-09-21,PF,Geelong,Brisbane Lions,85,95,1632.77,1692.7,1682.77,1624.35,1701.11,-8.42,8.42,Away Win,2024
2662,2024-09-28,GF,Sydney,Brisbane Lions,60,120,1664.82,1701.11,1664.82,1633.7,1732.23,-31.12,31.12,Away Win,2024
2663,2025-03-07,R1,Sydney,Hawthorn,76,96,1589.58,1583.99,1639.58,1572.01,1601.56,-17.57,17.57,Away Win,2025
2664,2025-03-09,R1,GWS,Collingwood,104,52,1554.52,1548.84,1604.52,1581.26,1522.1,26.74,-26.74,Home Win,2025
2665,2025-03-13,R2,Richmond,Carlton,82,69,1318.39,1532.57,1368.39,1331.93,1519.03,13.54,-13.54,Home Win,2025
2666,2025-03-14,R2,Hawthorn,Essendon,111,85,1601.56,1437.95,1651.56,1609.01,1430.5,7.45,-7.45,Home Win,2025
2667,2025-03-15,R2,Geelong,Fremantle,147,69,1583.32,1534.6,1633.32,1613.92,1504.0,30.6,-30.6,Home Win,2025
2668,2025-03-15,R2,Sydney,Brisbane Lions,82,86,1572.01,1655.6,1622.01,1567.92,1659.69,-4.09,4.09,Away Win,2025
2669,2025-03-15,R2,Collingwood,Port Adelaide,136,45,1522.1,1538.79,1572.1,1566.41,1494.47,44.32,-44.32,Home Win,2025
2670,2025-03-15,R2,Footscray,North Melbourne,113,97,1593.52,1286.12,1643.52,1595.86,1283.78,2.34,-2.34,Home Win,2025
2671,2025-03-16,R2,Adelaide,St Kilda,135,72,1478.76,1491.05,1528.76,1511.57,1458.24,32.81,-32.81,Home Win,2025
2672,2025-03-16,R2,Melbourne,GWS,74,77,1506.18,1581.26,1556.18,1502.64,1584.8,-3.54,3.54,Away Win,2025
2673,2025-03-16,R2,West Coast,Gold Coast,49,136,1308.26,1457.97,1358.26,1277.42,1488.81,-30.84,30.84,Away Win,2025
2674,2025-03-20,R3,Carlton,Hawthorn,60,80,1519.03,1609.01,1569.03,1506.45,1621.59,-12.58,12.58,Away Win,2025
2675,2025-03-21,R3,Footscray,Collingwood,70,76,1595.86,1566.41,1595.86,1589.16,1573.11,-6.7,6.7,Away Win,2025
2676,2025-03-22,R3,St Kilda,Geelong,98,91,1458.24,1613.92,1508.24,1466.35,1605.82,8.1,-8.1,Home Win,2025
2677,2025-03-22,R3,Essendon,Adelaide,100,161,1430.5,1511.57,1480.5,1399.52,1542.54,-30.97,30.97,Away Win,2025
2678,2025-03-22,R3,Port Adelaide,Richmond,140,68,1494.47,1331.93,1544.47,1511.07,1315.33,16.6,-16.6,Home Win,2025
2679,2025-03-23,R3,Brisbane Lions,West Coast,94,75,1659.69,1277.42,1709.69,1661.41,1275.7,1.72,-1.72,Home Win,2025
2680,2025-03-23,R3,North Melbourne,Melbourne,125,66,1283.78,1502.64,1333.78,1327.34,1459.08,43.56,-43.56,Home Win,2025
2681,2025-03-23,R3,Fremantle,Sydney,65,68,1504.0,1567.92,1554.0,1500.31,1571.61,-3.69,3.69,Away Win,2025
2682,2025-03-27,R4,Essendon,Port Adelaide,72,60,1399.52,1511.07,1449.52,1410.72,1499.88,11.2,-11.2,Home Win,2025
2683,2025-03-28,R4,Carlton,Footscray,75,83,1506.45,1589.16,1556.45,1499.88,1595.73,-6.57,6.57,Away Win,2025
2684,2025-03-29,R1,Brisbane Lions,Geelong,70,61,1661.41,1605.82,1711.41,1667.09,1600.14,5.68,-5.68,Home Win,2025
2685,2025-03-29,R4,Melbourne,Gold Coast,62,120,1459.08,1488.81,1509.08,1423.11,1524.79,-35.98,35.98,Away Win,2025
2686,2025-03-29,R4,St Kilda,Richmond,135,53,1466.35,1315.33,1516.35,1485.87,1295.81,19.52,-19.52,Home Win,2025
2687,2025-03-29,R4,Hawthorn,GWS,76,64,1621.59,1584.8,1671.59,1629.2,1577.19,7.61,-7.61,Home Win,2025
2688,2025-03-30,R4,West Coast,Fremantle,68,106,1275.7,1500.31,1325.7,1264.35,1511.66,-11.35,11.35,Away Win,2025
2689,2025-03-30,R4,Adelaide,North Melbourne,114,78,1542.54,1327.34,1592.54,1549.84,1320.04,7.3,-7.3,Home Win,2025
2690,2025-04-03,R5,Collingwood,Carlton,63,46,1573.11,1499.88,1623.11,1581.5,1491.49,8.39,-8.39,Home Win,2025
2691,2025-04-04,R5,Geelong,Melbourne,85,46,1600.14,1423.11,1650.14,1609.65,1413.59,9.52,-9.52,Home Win,2025
2692,2025-04-05,R5,Gold Coast,Adelaide,91,90,1524.79,1549.84,1574.79,1526.9,1547.72,2.11,-2.11,Home Win,2025
2693,2025-04-05,R5,Richmond,Brisbane Lions,90,118,1295.81,1667.09,1345.81,1291.68,1671.23,-4.13,4.13,Away Win,2025
2694,2025-04-05,R5,North Melbourne,Sydney,52,117,1320.04,1571.61,1370.04,1304.92,1586.73,-15.12,15.12,Away Win,2025
2695,2025-04-06,R5,Port Adelaide,St Kilda,72,89,1499.88,1485.87,1549.88,1484.14,1501.61,-15.74,15.74,Away Win,2025
2696,2025-04-06,R5,Fremantle,Footscray,97,81,1511.66,1595.73,1561.66,1524.89,1582.5,13.23,-13.23,Home Win,2025
2697,2025-04-06,R5,GWS,West Coast,132,51,1577.19,1264.35,1627.19,1585.17,1256.36,7.98,-7.98,Home Win,2025
2698,2025-04-10,R6,Adelaide,Geelong,100,119,1547.72,1609.65,1597.72,1534.25,1623.13,-13.48,13.48,Away Win,2025
2699,2025-04-11,R6,Collingwood,Sydney,109,78,1581.5,1586.73,1581.5,1603.07,1565.17,21.56,-21.56,Home Win,2025
2700,2025-04-12,R6,North Melbourne,Gold Coast,89,141,1304.92,1526.9,1304.92,1293.1,1538.72,-11.82,11.82,Away Win,2025
2701,2025-04-12,R6,Carlton,West Coast,121,50,1491.49,1256.36,1491.49,1505.6,1242.26,14.1,-14.1,Home Win,2025
2702,2025-04-12,R6,Footscray,Brisbane Lions,97,118,1582.5,1671.23,1582.5,1571.43,1682.3,-11.07,11.07,Away Win,2025
2703,2025-04-12,R6,Melbourne,Essendon,57,96,1413.59,1410.72,1413.59,1387.94,1436.38,-25.65,25.65,Away Win,2025
2704,2025-04-13,R6,Richmond,Fremantle,47,108,1291.68,1524.89,1291.68,1279.04,1537.53,-12.64,12.64,Away Win,2025
2705,2025-04-13,R6,St Kilda,GWS,82,110,1501.61,1585.17,1501.61,1487.49,1599.29,-14.12,14.12,Away Win,2025
2706,2025-04-13,R6,Port Adelaide,Hawthorn,121,91,1484.14,1629.2,1534.14,1507.75,1605.59,23.61,-23.61,Home Win,2025
2707,2025-04-17,R7,Brisbane Lions,Collingwood,53,105,1682.3,1603.07,1732.3,1641.57,1643.79,-40.72,40.72,Away Win,2025
2708,2025-04-18,R7,West Coast,Essendon,75,77,1242.26,1436.38,1292.26,1240.57,1438.07,-1.69,1.69,Away Win,2025
2709,2025-04-18,R7,North Melbourne,Carlton,71,153,1293.1,1505.6,1343.1,1271.07,1527.63,-22.03,22.03,Away Win,2025
2710,2025-04-19,R7,Melbourne,Fremantle,107,97,1387.94,1537.53,1437.94,1398.31,1527.16,10.37,-10.37,Home Win,2025
2711,2025-04-19,R7,Adelaide,GWS,52,34,1534.25,1599.29,1584.25,1548.19,1585.35,13.94,-13.94,Home Win,2025
2712,2025-04-19,R7,Richmond,Gold Coast,80,69,1279.04,1538.72,1279.04,1292.2,1525.56,13.17,-13.17,Home Win,2025
2713,2025-04-20,R7,Sydney,Port Adelaide,77,85,1565.17,1507.75,1615.17,1555.56,1517.36,-9.61,9.61,Away Win,2025
2714,2025-04-20,R7,Footscray,St Kilda,127,56,1571.43,1487.49,1621.43,1595.62,1463.3,24.19,-24.19,Home Win,2025
2715,2025-04-21,R7,Geelong,Hawthorn,86,79,1623.13,1605.59,1673.13,1628.74,1599.98,5.61,-5.61,Home Win,2025
2716,2025-04-24,R8,Melbourne,Richmond,83,63,1398.31,1292.2,1448.31,1406.43,1284.08,8.12,-8.12,Home Win,2025
2717,2025-04-25,R8,Fremantle,Adelaide,85,67,1527.16,1548.19,1577.16,1539.83,1535.51,12.68,-12.68,Home Win,2025
2718,2025-04-25,R8,Collingwood,Essendon,107,66,1643.79,1438.07,1693.79,1652.29,1429.57,8.5,-8.5,Home Win,2025
2719,2025-04-26,R8,Port Adelaide,North Melbourne,97,88,1517.36,1271.07,1567.36,1519.52,1268.9,2.16,-2.16,Home Win,2025
2720,2025-04-26,R8,GWS,Footscray,81,113,1585.35,1595.62,1635.35,1561.2,1619.78,-24.16,24.16,Away Win,2025
2721,2025-04-26,R8,St Kilda,Brisbane Lions,73,118,1463.3,1641.57,1513.3,1447.15,1657.72,-16.14,16.14,Away Win,2025
2722,2025-04-27,R8,Gold Coast,Sydney,117,79,1525.56,1555.56,1575.56,1548.56,1532.56,23.0,-23.0,Home Win,2025
2723,2025-04-27,R8,Carlton,Geelong,94,76,1527.63,1628.74,1577.63,1542.53,1613.83,14.91,-14.91,Home Win,2025
2724,2025-04-27,R8,Hawthorn,West Coast,124,74,1599.98,1240.57,1599.98,1605.38,1235.17,5.4,-5.4,Home Win,2025
2725,2025-05-01,R9,Essendon,North Melbourne,65,62,1429.57,1268.9,1479.57,1431.21,1267.26,1.64,-1.64,Home Win,2025
2726,2025-05-02,R9,St Kilda,Fremantle,94,33,1447.15,1539.83,1497.15,1484.99,1502.0,37.83,-37.83,Home Win,2025
2727,2025-05-03,R9,West Coast,Melbourne,76,108,1235.17,1406.43,1285.17,1222.4,1419.21,-12.78,12.78,Away Win,2025
2728,2025-05-03,R9,Footscray,Port Adelaide,131,41,1619.78,1519.52,1619.78,1652.55,1486.75,32.77,-32.77,Home Win,2025
2729,2025-05-03,R9,Adelaide,Carlton,110,50,1535.51,1542.53,1585.51,1566.68,1511.36,31.17,-31.17,Home Win,2025
2730,2025-05-03,R9,Collingwood,Geelong,87,90,1652.29,1613.83,1702.29,1647.39,1618.73,-4.9,4.9,Away Win,2025
2731,2025-05-04,R9,Brisbane Lions,Gold Coast,66,49,1657.72,1548.56,1707.72,1664.79,1541.48,7.08,-7.08,Home Win,2025
2732,2025-05-04,R9,Sydney,GWS,87,73,1532.56,1561.2,1582.56,1543.24,1550.52,10.68,-10.68,Home Win,2025
2733,2025-05-04,R9,Hawthorn,Richmond,109,44,1605.38,1284.08,1655.38,1611.77,1277.69,6.39,-6.39,Home Win,2025
2734,2025-05-08,R10,Fremantle,Collingwood,83,97,1502.0,1647.39,1552.0,1494.37,1655.02,-7.63,7.63,Away Win,2025
2735,2025-05-09,R10,St Kilda,Carlton,62,77,1484.99,1511.36,1484.99,1473.9,1522.45,-11.09,11.09,Away Win,2025
2736,2025-05-10,R10,Gold Coast,Footscray,106,96,1541.48,1652.55,1591.48,1551.27,1642.76,9.79,-9.79,Home Win,2025
2737,2025-05-10,R10,Melbourne,Hawthorn,56,91,1419.21,1611.77,1469.21,1406.79,1624.19,-12.42,12.42,Away Win,2025
2738,2025-05-10,R10,Essendon,Sydney,71,63,1431.21,1543.24,1481.21,1439.56,1534.89,8.35,-8.35,Home Win,2025
2739,2025-05-10,R10,Port Adelaide,Adelaide,84,89,1486.75,1566.68,1536.75,1481.94,1571.48,-4.8,4.8,Away Win,2025
2740,2025-05-11,R10,Geelong,GWS,101,105,1618.73,1550.52,1668.73,1612.65,1556.6,-6.08,6.08,Away Win,2025
2741,2025-05-11,R10,Richmond,West Coast,81,79,1277.69,1222.4,1327.69,1279.86,1220.23,2.17,-2.17,Home Win,2025
2742,2025-05-11,R10,North Melbourne,Brisbane Lions,71,71,1267.26,1664.79,1317.26,1267.02,1665.03,-0.24,0.24,Away Win,2025
2743,2025-05-15,R11,Gold Coast,Hawthorn,104,96,1551.27,1624.19,1601.27,1559.06,1616.4,7.79,-7.79,Home Win,2025
2744,2025-05-16,R11,Sydney,Carlton,78,62,1534.89,1522.45,1584.89,1545.36,1511.98,10.47,-10.47,Home Win,2025
2745,2025-05-17,R11,Collingwood,Adelaide,78,68,1655.02,1571.48,1705.02,1660.41,1566.09,5.39,-5.39,Home Win,2025
2746,2025-05-17,R11,GWS,Fremantle,61,95,1556.6,1494.37,1606.6,1527.95,1523.02,-28.65,28.65,Away Win,2025
2747,2025-05-17,R11,Port Adelaide,Geelong,39,115,1481.94,1612.65,1531.94,1451.85,1642.74,-30.09,30.09,Away Win,2025
2748,2025-05-17,R11,Footscray,Essendon,127,36,1642.76,1439.56,1692.76,1658.89,1423.43,16.13,-16.13,Home Win,2025
2749,2025-05-18,R11,Richmond,North Melbourne,74,78,1279.86,1267.02,1329.86,1274.22,1272.66,-5.64,5.64,Away Win,2025
2750,2025-05-18,R11,Brisbane Lions,Melbourne,88,99,1665.03,1406.79,1715.03,1651.24,1420.59,-13.79,13.79,Away Win,2025
2751,2025-05-18,R11,West Coast,St Kilda,108,80,1220.23,1473.9,1270.23,1245.26,1448.86,25.03,-25.03,Home Win,2025
2752,2025-05-22,R12,Geelong,Footscray,127,113,1642.74,1658.89,1692.74,1653.11,1648.52,10.37,-10.37,Home Win,2025
2753,2025-05-23,R12,Essendon,Richmond,81,58,1423.43,1274.22,1473.43,1430.73,1266.92,7.3,-7.3,Home Win,2025
2754,2025-05-24,R12,Carlton,GWS,82,110,1511.98,1527.95,1561.98,1490.61,1549.32,-21.37,21.37,Away Win,2025
2755,2025-05-24,R12,Hawthorn,Brisbane Lions,60,93,1616.4,1651.24,1666.4,1593.66,1673.97,-22.74,22.74,Away Win,2025
2756,2025-05-24,R12,North Melbourne,Collingwood,63,108,1272.66,1660.41,1322.66,1267.21,1665.86,-5.45,5.45,Away Win,2025
2757,2025-05-24,R12,Fremantle,Port Adelaide,100,51,1523.02,1451.85,1573.02,1542.19,1432.68,19.17,-19.17,Home Win,2025
2758,2025-05-25,R12,Adelaide,West Coast,128,62,1566.09,1245.26,1616.09,1572.58,1238.77,6.49,-6.49,Home Win,2025
2759,2025-05-25,R12,Melbourne,Sydney,131,78,1420.59,1545.36,1470.59,1456.32,1509.63,35.73,-35.73,Home Win,2025
2760,2025-05-25,R12,St Kilda,Gold Coast,61,80,1448.86,1559.06,1498.86,1437.71,1570.21,-11.15,11.15,Away Win,2025
2761,2025-05-29,R13,Brisbane Lions,Essendon,90,72,1673.97,1430.73,1723.97,1677.65,1427.05,3.67,-3.67,Home Win,2025
2762,2025-05-30,R13,Collingwood,Hawthorn,107,56,1665.86,1593.66,1715.86,1685.55,1573.97,19.69,-19.69,Home Win,2025
2763,2025-05-31,R13,GWS,Richmond,80,77,1549.32,1266.92,1599.32,1550.17,1266.07,0.85,-0.85,Home Win,2025
2764,2025-05-31,R13,Sydney,Adelaide,41,131,1509.63,1572.58,1559.63,1464.51,1617.7,-45.12,45.12,Away Win,2025
2765,2025-05-31,R13,Gold Coast,Fremantle,64,75,1570.21,1542.19,1620.21,1558.59,1553.82,-11.62,11.62,Away Win,2025
2766,2025-06-01,R13,Melbourne,St Kilda,63,91,1456.32,1437.71,1506.32,1433.1,1460.93,-23.22,23.22,Away Win,2025
2767,2025-06-01,R13,West Coast,Geelong,73,116,1238.77,1653.11,1288.77,1234.25,1657.63,-4.52,4.52,Away Win,2025
2768,2025-06-05,R14,Footscray,Hawthorn,59,81,1648.52,1573.97,1698.52,1627.75,1594.75,-20.77,20.77,Away Win,2025
2769,2025-06-06,R14,Adelaide,Brisbane Lions,68,63,1617.7,1677.65,1667.7,1623.18,1672.16,5.49,-5.49,Home Win,2025
2770,2025-06-07,R14,Richmond,Sydney,36,80,1266.07,1464.51,1316.07,1251.63,1478.95,-14.44,14.44,Away Win,2025
2771,2025-06-07,R14,Geelong,Gold Coast,61,37,1657.63,1558.59,1707.63,1667.29,1548.92,9.66,-9.66,Home Win,2025
2772,2025-06-07,R14,GWS,Port Adelaide,50,66,1550.17,1432.68,1600.17,1533.15,1449.7,-17.02,17.02,Away Win,2025
2773,2025-06-08,R14,Carlton,Essendon,78,70,1490.61,1427.05,1540.61,1495.65,1422.02,5.04,-5.04,Home Win,2025
2774,2025-06-08,R14,North Melbourne,West Coast,62,52,1267.21,1234.25,1267.21,1275.22,1226.24,8.01,-8.01,Home Win,2025
2775,2025-06-09,R14,Melbourne,Collingwood,71,72,1433.1,1685.55,1483.1,1432.18,1686.47,-0.92,0.92,Away Win,2025
2776,2025-06-12,R15,St Kilda,Footscray,60,132,1460.93,1627.75,1510.93,1436.32,1652.35,-24.61,24.61,Away Win,2025
2777,2025-06-13,R15,Hawthorn,Adelaide,47,44,1594.75,1623.18,1644.75,1598.45,1619.48,3.71,-3.71,Home Win,2025
2778,2025-06-14,R15,Brisbane Lions,GWS,96,107,1672.16,1533.15,1722.16,1659.05,1546.25,-13.1,13.1,Away Win,2025
2779,2025-06-14,R15,Essendon,Geelong,56,151,1422.02,1667.29,1472.02,1400.95,1688.36,-21.07,21.07,Away Win,2025
2780,2025-06-14,R15,North Melbourne,Fremantle,67,73,1275.22,1553.82,1275.22,1273.49,1555.55,-1.73,1.73,Away Win,2025
2781,2025-06-15,R15,Port Adelaide,Melbourne,93,68,1449.7,1432.18,1499.7,1464.1,1417.78,14.4,-14.4,Home Win,2025
2782,2025-06-15,R15,West Coast,Carlton,52,86,1226.24,1495.65,1276.24,1217.93,1503.96,-8.31,8.31,Away Win,2025
2783,2025-06-19,R16,Fremantle,Essendon,104,63,1555.55,1400.95,1605.55,1566.66,1389.84,11.11,-11.11,Home Win,2025
2784,2025-06-20,R16,Geelong,Brisbane Lions,51,92,1688.36,1659.05,1738.36,1656.64,1690.78,-31.72,31.72,Away Win,2025
2785,2025-06-21,R16,Port Adelaide,Sydney,52,71,1464.1,1478.95,1514.1,1448.16,1494.88,-15.94,15.94,Away Win,2025
2786,2025-06-21,R16,Carlton,North Melbourne,73,84,1503.96,1273.49,1553.96,1490.25,1287.2,-13.71,13.71,Away Win,2025
2787,2025-06-21,R16,Collingwood,St Kilda,108,74,1686.47,1436.32,1686.47,1693.79,1429.0,7.32,-7.32,Home Win,2025
2788,2025-06-22,R16,Footscray,Richmond,135,56,1652.35,1251.63,1702.35,1657.03,1246.96,4.67,-4.67,Home Win,2025
2789,2025-06-22,R16,GWS,Gold Coast,106,99,1546.25,1548.92,1596.25,1552.32,1542.85,6.07,-6.07,Home Win,2025
2790,2025-06-26,R17,Port Adelaide,Carlton,110,60,1448.16,1490.25,1498.16,1477.45,1460.97,29.28,-29.28,Home Win,2025
2791,2025-06-27,R17,Sydney,Footscray,96,105,1494.88,1657.03,1544.88,1489.76,1662.15,-5.12,5.12,Away Win,2025
2792,2025-06-28,R17,Gold Coast,Melbourne,104,85,1542.85,1417.78,1592.85,1549.97,1410.66,7.12,-7.12,Home Win,2025
2793,2025-06-28,R17,Hawthorn,North Melbourne,150,65,1598.45,1287.2,1648.45,1606.82,1278.83,8.37,-8.37,Home Win,2025
2794,2025-06-28,R17,Collingwood,West Coast,88,59,1693.79,1217.93,1693.79,1695.57,1216.15,1.78,-1.78,Home Win,2025
2795,2025-06-29,R17,Richmond,Adelaide,54,122,1246.96,1619.48,1296.96,1238.75,1627.69,-8.21,8.21,Away Win,2025
2796,2025-06-29,R17,Fremantle,St Kilda,81,69,1566.66,1429.0,1616.66,1571.4,1424.27,4.74,-4.74,Home Win,2025
2797,2025-07-03,R18,North Melbourne,Footscray,85,134,1278.83,1662.15,1328.83,1272.85,1668.12,-5.97,5.97,Away Win,2025
2798,2025-07-04,R18,West Coast,GWS,52,111,1216.15,1552.32,1266.15,1207.17,1561.3,-8.98,8.98,Away Win,2025
2799,2025-07-04,R18,Carlton,Collingwood,59,115,1460.97,1695.57,1510.97,1446.33,1710.21,-14.64,14.64,Away Win,2025
2800,2025-07-05,R18,Essendon,Gold Coast,74,115,1389.84,1549.97,1439.84,1373.54,1566.27,-16.29,16.29,Away Win,2025
2801,2025-07-05,R18,Geelong,Richmond,124,52,1656.64,1238.75,1706.64,1660.56,1234.83,3.92,-3.92,Home Win,2025
2802,2025-07-05,R18,Brisbane Lions,Port Adelaide,120,92,1690.78,1477.45,1740.78,1696.84,1471.38,6.07,-6.07,Home Win,2025
2803,2025-07-05,R18,St Kilda,Hawthorn,74,94,1424.27,1606.82,1474.27,1415.81,1615.27,-8.45,8.45,Away Win,2025
2804,2025-07-06,R18,Sydney,Fremantle,94,83,1489.76,1571.4,1539.76,1499.73,1561.43,9.97,-9.97,Home Win,2025
2805,2025-07-06,R18,Adelaide,Melbourne,90,77,1627.69,1410.66,1677.69,1631.01,1407.34,3.32,-3.32,Home Win,2025
2806,2025-07-10,R19,Carlton,Brisbane Lions,66,103,1446.33,1696.84,1496.33,1436.55,1706.62,-9.78,9.78,Away Win,2025
2807,2025-07-11,R19,Gold Coast,Collingwood,69,63,1566.27,1710.21,1616.27,1573.44,1703.04,7.17,-7.17,Home Win,2025
2808,2025-07-12,R19,Fremantle,Hawthorn,77,64,1561.43,1615.27,1611.43,1572.11,1604.6,10.67,-10.67,Home Win,2025
2809,2025-07-12,R19,Richmond,Essendon,46,37,1234.83,1373.54,1284.83,1244.29,1364.08,9.47,-9.47,Home Win,2025
2810,2025-07-12,R19,Footscray,Adelaide,98,109,1668.12,1631.01,1718.12,1656.35,1642.78,-11.77,11.77,Away Win,2025
2811,2025-07-12,R19,GWS,Geelong,111,85,1561.3,1660.56,1611.3,1580.98,1640.87,19.68,-19.68,Home Win,2025
2812,2025-07-13,R19,Melbourne,North Melbourne,119,83,1407.34,1272.85,1457.34,1418.46,1261.74,11.12,-11.12,Home Win,2025
2813,2025-07-13,R19,St Kilda,Sydney,87,92,1415.81,1499.73,1465.81,1411.09,1504.46,-4.73,4.73,Away Win,2025
2814,2025-07-13,R19,Port Adelaide,West Coast,87,61,1471.38,1207.17,1521.38,1475.71,1202.84,4.33,-4.33,Home Win,2025
2815,2025-07-17,R20,Essendon,GWS,56,104,1364.08,1580.98,1414.08,1349.93,1595.13,-14.15,14.15,Away Win,2025
2816,2025-07-18,R20,Brisbane Lions,Footscray,86,76,1706.62,1656.35,1756.62,1712.9,1650.07,6.28,-6.28,Home Win,2025
2817,2025-07-19,R20,West Coast,Richmond,56,105,1202.84,1244.29,1252.84,1172.61,1274.53,-30.23,30.23,Away Win,2025
2818,2025-07-19,R20,Hawthorn,Port Adelaide,87,49,1604.6,1475.71,1654.6,1616.52,1463.79,11.92,-11.92,Home Win,2025
2819,2025-07-19,R20,Sydney,North Melbourne,84,53,1504.46,1261.74,1554.46,1510.04,1256.15,5.59,-5.59,Home Win,2025
2820,2025-07-19,R20,Carlton,Melbourne,78,70,1436.55,1418.46,1486.55,1442.7,1412.31,6.15,-6.15,Home Win,2025
2821,2025-07-20,R20,Adelaide,Gold Coast,107,46,1642.78,1573.44,1692.78,1665.75,1550.47,22.97,-22.97,Home Win,2025
2822,2025-07-20,R20,Geelong,St Kilda,113,82,1640.87,1411.09,1690.87,1646.88,1405.08,6.0,-6.0,Home Win,2025
2823,2025-07-20,R20,Collingwood,Fremantle,78,79,1703.04,1572.11,1753.04,1699.94,1575.21,-3.11,3.11,Away Win,2025
2824,2025-07-24,R21,Hawthorn,Carlton,85,61,1616.52,1442.7,1666.52,1623.17,1436.06,6.64,-6.64,Home Win,2025
2825,2025-07-25,R21,Essendon,Footscray,50,143,1349.93,1650.07,1399.93,1334.33,1665.68,-15.61,15.61,Away Win,2025
2826,2025-07-25,R21,GWS,Sydney,102,58,1595.13,1510.04,1645.13,1611.65,1493.52,16.52,-16.52,Home Win,2025
2827,2025-07-26,R21,North Melbourne,Geelong,49,150,1256.15,1646.88,1306.15,1246.02,1657.01,-10.13,10.13,Away Win,2025
2828,2025-07-26,R21,Gold Coast,Brisbane Lions,130,64,1550.47,1712.9,1600.47,1595.24,1668.13,44.76,-44.76,Home Win,2025
2829,2025-07-26,R21,Fremantle,West Coast,126,77,1575.21,1172.61,1625.21,1578.39,1169.43,3.17,-3.17,Home Win,2025
2830,2025-07-26,R21,Adelaide,Port Adelaide,133,35,1665.75,1463.79,1715.75,1682.97,1446.57,17.22,-17.22,Home Win,2025
2831,2025-07-27,R21,Richmond,Collingwood,57,93,1274.53,1699.94,1324.53,1270.83,1703.63,-3.69,3.69,Away Win,2025
2832,2025-07-27,R21,St Kilda,Melbourne,96,90,1405.08,1412.31,1455.08,1410.6,1406.79,5.52,-5.52,Home Win,2025
2833,2025-07-31,R22,Footscray,GWS,132,44,1665.68,1611.65,1715.68,1698.55,1578.78,32.87,-32.87,Home Win,2025
2834,2025-08-01,R22,Adelaide,Hawthorn,101,87,1682.97,1623.17,1732.97,1690.68,1615.46,7.71,-7.71,Home Win,2025
2835,2025-08-02,R22,Melbourne,West Coast,139,56,1406.79,1169.43,1406.79,1422.56,1153.66,15.77,-15.77,Home Win,2025
